trackid,track_name,composer,seconds,duracion,bytes,unitprice,albumid,album_title,artistid,artist_name,genreid,genre_name,mediatypeid,mediatype_name,last_update
652,Formosa,,137,02:17,4560873,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.355429+00
653,Como É Duro Trabalhar,,226,03:46,7541177,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.357807+00
654,Minha Namorada,,244,04:04,7927967,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.361178+00
655,Por Que Será,,162,02:42,5371483,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.364803+00
656,Berimbau,,190,03:10,6335548,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.367088+00
657,Deixa,,179,02:59,5932799,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.369745+00
658,Pot-Pourri N.º 2,,211,03:31,6878359,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.37156+00
659,Samba Em Prelúdio,,212,03:32,6923473,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.373318+00
660,Carta Ao Tom 74,,162,02:42,5382354,0.99,52,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,11,Bossa Nova,1,MPEG audio file,2023-01-04 12:05:35.377858+00
661,Linha de Passe (João Bosco),,230,03:50,7902328,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.38006+00
662,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),,163,02:43,5399626,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.381586+00
663,Chão de Giz (Elba Ramalho),,274,04:34,9016916,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.382781+00
664,Marina (Dorival Caymmi),,172,02:52,5523628,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.383887+00
665,Aquarela (Toquinho),,259,04:19,8480140,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.384937+00
666,Coração do Agreste (Fafá de Belém),,258,04:18,8380320,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.385977+00
667,Dona (Roupa Nova),,243,04:03,7991295,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.387227+00
668,Começaria Tudo Outra Vez (Maria Creuza),,206,03:26,6851151,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.388269+00
669,Caçador de Mim (Sá & Guarabyra),,238,03:58,7751360,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.391199+00
670,Romaria (Renato Teixeira),,244,04:04,8033885,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.394298+00
671,As Rosas Não Falam (Beth Carvalho),,116,01:56,3836641,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.396807+00
672,Wave (Os Cariocas),,130,02:10,4298006,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.398944+00
673,Garota de Ipanema (Dick Farney),,174,02:54,5767474,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.400363+00
674,Preciso Apender a Viver Só (Maysa),,143,02:23,4642359,0.99,53,Vozes do MPB,21,Various Artists,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.401625+00
675,Susie Q,Hawkins-Lewis-Broadwater,275,04:35,9043825,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.402997+00
676,I Put A Spell On You,Jay Hawkins,272,04:32,8943000,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.404151+00
677,Proud Mary,J. C. Fogerty,189,03:09,6229590,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.405408+00
678,Bad Moon Rising,J. C. Fogerty,140,02:20,4609835,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.407895+00
679,Lodi,J. C. Fogerty,191,03:11,6260214,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.412847+00
680,Green River,J. C. Fogerty,154,02:34,5105874,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.414626+00
681,Commotion,J. C. Fogerty,162,02:42,5354252,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.416165+00
682,Down On The Corner,J. C. Fogerty,164,02:44,5521804,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.417442+00
683,Fortunate Son,J. C. Fogerty,140,02:20,4617559,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.418562+00
684,Travelin' Band,J. C. Fogerty,129,02:09,4270414,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.419694+00
685,Who'll Stop The Rain,J. C. Fogerty,149,02:29,4899579,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.420776+00
686,Up Around The Bend,J. C. Fogerty,162,02:42,5368701,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.422109+00
687,Run Through The Jungle,J. C. Fogerty,186,03:06,6156567,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.423735+00
688,Lookin' Out My Back Door,J. C. Fogerty,152,02:32,5034670,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.427887+00
689,Long As I Can See The Light,J. C. Fogerty,213,03:33,6924024,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.430853+00
690,I Heard It Through The Grapevine,Whitfield-Strong,664,11:04,21947845,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.432611+00
691,Have You Ever Seen The Rain?,J. C. Fogerty,160,02:40,5263675,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.433777+00
692,Hey Tonight,J. C. Fogerty,162,02:42,5343807,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.434898+00
693,Sweet Hitch-Hiker,J. C. Fogerty,175,02:55,5716603,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.435977+00
694,Someday Never Comes,J. C. Fogerty,239,03:59,7945235,0.99,54,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.437221+00
695,Walking On The Water,J.C. Fogerty,281,04:41,9302129,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.438965+00
696,"Suzie-Q, Pt. 2",J.C. Fogerty,244,04:04,7986637,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.441304+00
697,Born On The Bayou,J.C. Fogerty,316,05:16,10361866,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.446936+00
698,Good Golly Miss Molly,J.C. Fogerty,163,02:43,5348175,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.448796+00
699,Tombstone Shadow,J.C. Fogerty,218,03:38,7209080,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.450079+00
700,Wrote A Song For Everyone,J.C. Fogerty,296,04:56,9675875,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.451226+00
701,Night Time Is The Right Time,J.C. Fogerty,190,03:10,6211173,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.452297+00
702,Cotton Fields,J.C. Fogerty,178,02:58,5919224,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.453528+00
703,It Came Out Of The Sky,J.C. Fogerty,176,02:56,5807474,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.454918+00
704,Don't Look Now,J.C. Fogerty,131,02:11,4366455,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.457368+00
705,The Midnight Special,J.C. Fogerty,253,04:13,8297482,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.462229+00
706,Before You Accuse Me,J.C. Fogerty,207,03:27,6815126,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.464233+00
707,My Baby Left Me,J.C. Fogerty,140,02:20,4633440,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.465986+00
708,Pagan Baby,J.C. Fogerty,385,06:25,12713813,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.467447+00
709,(Wish I Could) Hideaway,J.C. Fogerty,228,03:48,7432978,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.468578+00
710,It's Just A Thought,J.C. Fogerty,237,03:57,7778319,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.469795+00
711,Molina,J.C. Fogerty,163,02:43,5390811,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.471123+00
712,Born To Move,J.C. Fogerty,342,05:42,11260814,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.472492+00
713,Lookin' For A Reason,J.C. Fogerty,209,03:29,6933135,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.474365+00
714,Hello Mary Lou,J.C. Fogerty,132,02:12,4476563,0.99,55,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.479072+00
715,Gatas Extraordinárias,,212,03:32,7095702,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.48097+00
716,Brasil,,243,04:03,7911683,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.482155+00
717,Eu Sou Neguinha (Ao Vivo),,251,04:11,8376000,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.483242+00
718,Geração Coca-Cola (Ao Vivo),,228,03:48,7573301,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.484295+00
719,Lanterna Dos Afogados,,204,03:24,6714582,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.485351+00
720,Coroné Antonio Bento,,200,03:20,6713066,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.486859+00
721,"Você Passa, Eu Acho Graça (Ao Vivo)",,206,03:26,6943576,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.488092+00
722,Meu Mundo Fica Completo (Com Você),,247,04:07,8322240,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.490657+00
723,1° De Julho,,270,04:30,9017535,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.493929+00
724,Música Urbana 2,,194,03:14,6383472,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.497088+00
725,Vida Bandida (Ao Vivo),,192,03:12,6360785,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.498538+00
726,Palavras Ao Vento,,212,03:32,7048676,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.499636+00
727,Não Sei O Que Eu Quero Da Vida,,151,02:31,5024963,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.50069+00
728,Woman Of The World (Ao Vivo),,298,04:58,9724145,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.501738+00
729,Juventude Transviada (Ao Vivo),,278,04:38,9183808,0.99,56,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.503156+00
730,Malandragem,,247,04:07,8165048,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.504291+00
731,O Segundo Sol,,252,04:12,8335629,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.505974+00
732,Smells Like Teen Spirit (Ao Vivo),,316,05:16,10384506,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.509758+00
733,E.C.T.,,227,03:47,7571834,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.513335+00
734,Todo Amor Que Houver Nesta Vida,,227,03:47,7420347,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.515154+00
735,Metrô. Linha 743,,174,02:54,5837495,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.516644+00
736,Nós (Ao Vivo),,193,03:13,6498661,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.518214+00
737,Na Cadência Do Samba,,196,03:16,6483952,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.51945+00
738,Admirável Gado Novo,,274,04:34,9144031,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.520798+00
739,Eleanor Rigby,,189,03:09,6303205,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.522198+00
740,Socorro,,258,04:18,8549393,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.525257+00
741,Blues Da Piedade,,257,04:17,8472964,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.528928+00
742,Rubens,,211,03:31,7026317,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.531538+00
743,Não Deixe O Samba Morrer - Cassia Eller e Alcione,,268,04:28,8936345,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.533745+00
744,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),,188,03:08,6195854,0.99,57,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,7,Latin,1,MPEG audio file,2023-01-04 12:05:35.535629+00
745,Comin' Home,Bolin/Coverdale/Paice,235,03:55,7644604,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.537277+00
746,Lady Luck,Cook/Coverdale,168,02:48,5501379,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.538607+00
747,Gettin' Tighter,Bolin/Hughes,218,03:38,7176909,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.540989+00
748,Dealer,Bolin/Coverdale,230,03:50,7591066,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.545665+00
749,I Need Love,Bolin/Coverdale,263,04:23,8701064,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.547645+00
750,Drifter,Bolin/Coverdale,242,04:02,8001505,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.549076+00
751,Love Child,Bolin/Coverdale,188,03:08,6173806,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.5508+00
752,This Time Around / Owed to 'G' [Instrumental],Bolin/Hughes/Lord,370,06:10,11995679,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.552196+00
753,You Keep On Moving,Coverdale/Hughes,319,05:19,10447868,0.99,58,Come Taste The Band,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.553574+00
754,Speed King,"Blackmore, Gillan, Glover, Lord, Paice",264,04:24,8587578,0.99,59,Deep Purple In Rock,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.554715+00
755,Bloodsucker,"Blackmore, Gillan, Glover, Lord, Paice",256,04:16,8344405,0.99,59,Deep Purple In Rock,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.556928+00
756,Child In Time,"Blackmore, Gillan, Glover, Lord, Paice",620,10:20,20230089,0.99,59,Deep Purple In Rock,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.560725+00
757,Flight Of The Rat,"Blackmore, Gillan, Glover, Lord, Paice",478,07:58,15563967,0.99,59,Deep Purple In Rock,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.563916+00
758,Into The Fire,"Blackmore, Gillan, Glover, Lord, Paice",210,03:30,6849310,0.99,59,Deep Purple In Rock,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.566446+00
759,Living Wreck,"Blackmore, Gillan, Glover, Lord, Paice",274,04:34,8993056,0.99,59,Deep Purple In Rock,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.567684+00
760,Hard Lovin' Man,"Blackmore, Gillan, Glover, Lord, Paice",431,07:11,13931179,0.99,59,Deep Purple In Rock,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.568805+00
761,Fireball,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",204,03:24,6714807,0.99,60,Fireball,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.569916+00
762,No No No,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414,06:54,13646606,0.99,60,Fireball,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.571023+00
763,Strange Kind Of Woman,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247,04:07,8072036,0.99,60,Fireball,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.572597+00
764,Anyone's Daughter,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",284,04:44,9354480,0.99,60,Fireball,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.577146+00
765,The Mule,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",322,05:22,10638390,0.99,60,Fireball,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.579438+00
766,Fools,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500,08:20,16279366,0.99,60,Fireball,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.58104+00
767,No One Came,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",385,06:25,12643813,0.99,60,Fireball,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.582622+00
768,Knocking At Your Back Door,"Richie Blackmore, Ian Gillian, Roger Glover",424,07:04,13779332,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.583854+00
769,Bad Attitude,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",307,05:07,10035180,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.584948+00
770,Child In Time (Son Of Aleric - Instrumental),"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602,10:02,19712753,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.586006+00
771,Nobody's Home,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243,04:03,7929493,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.587214+00
772,Black Night,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368,06:08,12058906,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.588529+00
773,Perfect Strangers,"Richie Blackmore, Ian Gillian, Roger Glover",321,05:21,10445353,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.592463+00
774,The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295,04:55,9740361,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.594636+00
775,Call Of The Wild,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293,04:53,9575295,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.597275+00
776,Hush,South,213,03:33,6944928,0.99,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,58,Deep Purple,1,Rock,1,MPEG audio file,2023-01-04 12:05:35.599117+00
