invoicelineid,invoiceid,trackid,unitprice,quantity,line_total,last_update
3188,707,2824,1.99,1,1.99,2023-01-04 12:05:49.273512+00
3189,707,77,0.99,1,0.99,2023-01-04 12:05:49.274477+00
3190,707,979,0.99,1,0.99,2023-01-04 12:05:49.275656+00
3191,707,58,0.99,1,0.99,2023-01-04 12:05:49.277201+00
3192,708,2233,0.99,1,0.99,2023-01-04 12:05:49.278452+00
3193,709,808,0.99,1,0.99,2023-01-04 12:05:49.279554+00
3194,710,498,0.99,1,0.99,2023-01-04 12:05:49.28041+00
3195,710,2101,0.99,1,0.99,2023-01-04 12:05:49.28121+00
3196,710,124,0.99,1,0.99,2023-01-04 12:05:49.282001+00
3197,710,1706,0.99,1,0.99,2023-01-04 12:05:49.282784+00
3198,710,96,0.99,1,0.99,2023-01-04 12:05:49.296865+00
3199,711,1046,0.99,1,0.99,2023-01-04 12:05:49.297981+00
3200,711,2714,0.99,1,0.99,2023-01-04 12:05:49.298782+00
3201,712,2020,0.99,1,0.99,2023-01-04 12:05:49.299604+00
3202,712,146,0.99,1,0.99,2023-01-04 12:05:49.300427+00
3203,712,1426,0.99,1,0.99,2023-01-04 12:05:49.301191+00
3204,713,823,0.99,1,0.99,2023-01-04 12:05:49.301954+00
3205,713,1200,0.99,1,0.99,2023-01-04 12:05:49.302903+00
3206,713,2119,0.99,1,0.99,2023-01-04 12:05:49.303795+00
3207,713,1281,0.99,1,0.99,2023-01-04 12:05:49.304967+00
3208,713,400,0.99,1,0.99,2023-01-04 12:05:49.305785+00
3209,713,1350,0.99,1,0.99,2023-01-04 12:05:49.306542+00
3210,713,682,0.99,1,0.99,2023-01-04 12:05:49.307268+00
3211,713,2625,0.99,1,0.99,2023-01-04 12:05:49.307992+00
3212,714,1967,0.99,1,0.99,2023-01-04 12:05:49.309259+00
3213,714,465,0.99,1,0.99,2023-01-04 12:05:49.311291+00
3214,714,1240,0.99,1,0.99,2023-01-04 12:05:49.312302+00
3215,715,2167,0.99,1,0.99,2023-01-04 12:05:49.313069+00
3216,715,2487,0.99,1,0.99,2023-01-04 12:05:49.313779+00
3217,715,1834,0.99,1,0.99,2023-01-04 12:05:49.314489+00
3218,715,1353,0.99,1,0.99,2023-01-04 12:05:49.315197+00
3219,716,1074,0.99,1,0.99,2023-01-04 12:05:49.317412+00
3220,716,2455,0.99,1,0.99,2023-01-04 12:05:49.318475+00
3221,716,2124,0.99,1,0.99,2023-01-04 12:05:49.319347+00
3222,717,2736,0.99,1,0.99,2023-01-04 12:05:49.320072+00
3223,717,1801,0.99,1,0.99,2023-01-04 12:05:49.320794+00
3224,717,1536,0.99,1,0.99,2023-01-04 12:05:49.321487+00
3225,717,626,0.99,1,0.99,2023-01-04 12:05:49.322189+00
3226,718,598,0.99,1,0.99,2023-01-04 12:05:49.3229+00
3227,719,2697,0.99,1,0.99,2023-01-04 12:05:49.323585+00
3228,719,1138,0.99,1,0.99,2023-01-04 12:05:49.324339+00
3229,720,358,0.99,1,0.99,2023-01-04 12:05:49.3251+00
3230,721,304,0.99,1,0.99,2023-01-04 12:05:49.326818+00
3231,721,1396,0.99,1,0.99,2023-01-04 12:05:49.328374+00
3232,721,1486,0.99,1,0.99,2023-01-04 12:05:49.329205+00
3233,721,1993,0.99,1,0.99,2023-01-04 12:05:49.329943+00
3234,722,1490,0.99,1,0.99,2023-01-04 12:05:49.330652+00
3235,722,2705,0.99,1,0.99,2023-01-04 12:05:49.333068+00
3236,722,48,0.99,1,0.99,2023-01-04 12:05:49.334833+00
3237,722,2409,0.99,1,0.99,2023-01-04 12:05:49.336022+00
3238,723,1706,0.99,1,0.99,2023-01-04 12:05:49.337118+00
3239,724,1911,0.99,1,0.99,2023-01-04 12:05:49.338667+00
3240,724,2381,0.99,1,0.99,2023-01-04 12:05:49.339722+00
3241,725,2579,0.99,1,0.99,2023-01-04 12:05:49.340634+00
3242,725,2988,0.99,1,0.99,2023-01-04 12:05:49.341517+00
3243,725,93,0.99,1,0.99,2023-01-04 12:05:49.343299+00
3244,726,295,0.99,1,0.99,2023-01-04 12:05:49.344456+00
3245,726,1767,0.99,1,0.99,2023-01-04 12:05:49.345648+00
3246,726,1300,0.99,1,0.99,2023-01-04 12:05:49.346544+00
3247,726,925,0.99,1,0.99,2023-01-04 12:05:49.349085+00
3248,726,953,0.99,1,0.99,2023-01-04 12:05:49.350201+00
3249,726,2298,0.99,1,0.99,2023-01-04 12:05:49.351218+00
3250,726,1080,0.99,1,0.99,2023-01-04 12:05:49.352004+00
3251,726,2235,0.99,1,0.99,2023-01-04 12:05:49.352703+00
3252,727,164,0.99,1,0.99,2023-01-04 12:05:49.353333+00
3253,727,2798,0.99,1,0.99,2023-01-04 12:05:49.353957+00
3254,728,2217,0.99,1,0.99,2023-01-04 12:05:49.35456+00
3255,728,205,0.99,1,0.99,2023-01-04 12:05:49.355165+00
3256,728,821,0.99,1,0.99,2023-01-04 12:05:49.355768+00
3257,728,483,0.99,1,0.99,2023-01-04 12:05:49.356359+00
3258,728,276,0.99,1,0.99,2023-01-04 12:05:49.356955+00
3259,728,1549,0.99,1,0.99,2023-01-04 12:05:49.357551+00
3260,729,2128,0.99,1,0.99,2023-01-04 12:05:49.358353+00
3261,729,2806,0.99,1,0.99,2023-01-04 12:05:49.359749+00
3262,729,2137,0.99,1,0.99,2023-01-04 12:05:49.361644+00
3263,730,2541,0.99,1,0.99,2023-01-04 12:05:49.362677+00
3264,730,2199,0.99,1,0.99,2023-01-04 12:05:49.367492+00
3265,730,1404,0.99,1,0.99,2023-01-04 12:05:49.369891+00
3266,731,1229,0.99,1,0.99,2023-01-04 12:05:49.371012+00
3267,731,1673,0.99,1,0.99,2023-01-04 12:05:49.371751+00
3268,731,2080,0.99,1,0.99,2023-01-04 12:05:49.372398+00
3269,731,364,0.99,1,0.99,2023-01-04 12:05:49.373002+00
3270,732,2437,0.99,1,0.99,2023-01-04 12:05:49.373602+00
3271,732,2806,0.99,1,0.99,2023-01-04 12:05:49.37441+00
3272,732,2008,0.99,1,0.99,2023-01-04 12:05:49.375118+00
3273,733,1243,0.99,1,0.99,2023-01-04 12:05:49.376782+00
3274,733,1877,0.99,1,0.99,2023-01-04 12:05:49.377661+00
3275,733,902,0.99,1,0.99,2023-01-04 12:05:49.378677+00
3276,733,1240,0.99,1,0.99,2023-01-04 12:05:49.37943+00
3277,734,1309,0.99,1,0.99,2023-01-04 12:05:49.380049+00
3278,734,178,0.99,1,0.99,2023-01-04 12:05:49.38064+00
3279,735,1435,0.99,1,0.99,2023-01-04 12:05:49.381225+00
3280,735,2091,0.99,1,0.99,2023-01-04 12:05:49.381874+00
3281,735,389,0.99,1,0.99,2023-01-04 12:05:49.382744+00
3282,736,1248,0.99,1,0.99,2023-01-04 12:05:49.383486+00
3283,736,1811,0.99,1,0.99,2023-01-04 12:05:49.384097+00
3284,736,1273,0.99,1,0.99,2023-01-04 12:05:49.384698+00
3285,736,31,0.99,1,0.99,2023-01-04 12:05:49.387147+00
3286,737,2942,0.99,1,0.99,2023-01-04 12:05:49.387923+00
3287,737,2486,0.99,1,0.99,2023-01-04 12:05:49.388545+00
3288,737,1021,0.99,1,0.99,2023-01-04 12:05:49.38913+00
3289,737,2056,0.99,1,0.99,2023-01-04 12:05:49.389738+00
3290,738,1108,0.99,1,0.99,2023-01-04 12:05:49.390618+00
3291,738,1153,0.99,1,0.99,2023-01-04 12:05:49.391282+00
3292,738,510,0.99,1,0.99,2023-01-04 12:05:49.391864+00
3293,739,2223,0.99,1,0.99,2023-01-04 12:05:49.394646+00
3294,739,286,0.99,1,0.99,2023-01-04 12:05:49.395712+00
3295,739,1923,0.99,1,0.99,2023-01-04 12:05:49.398487+00
3296,740,2037,0.99,1,0.99,2023-01-04 12:05:49.399302+00
3297,741,2902,1.99,1,1.99,2023-01-04 12:05:49.399955+00
3298,741,2368,0.99,1,0.99,2023-01-04 12:05:49.400585+00
3299,742,850,0.99,1,0.99,2023-01-04 12:05:49.401202+00
3300,742,1560,0.99,1,0.99,2023-01-04 12:05:49.40182+00
3301,742,2662,0.99,1,0.99,2023-01-04 12:05:49.402433+00
3302,742,1415,0.99,1,0.99,2023-01-04 12:05:49.40305+00
3303,743,2468,0.99,1,0.99,2023-01-04 12:05:49.403682+00
3304,743,1584,0.99,1,0.99,2023-01-04 12:05:49.404292+00
3305,743,2642,0.99,1,0.99,2023-01-04 12:05:49.404903+00
3306,743,2242,0.99,1,0.99,2023-01-04 12:05:49.405514+00
3307,743,2059,0.99,1,0.99,2023-01-04 12:05:49.406146+00
3308,743,2592,0.99,1,0.99,2023-01-04 12:05:49.406754+00
3309,744,357,0.99,1,0.99,2023-01-04 12:05:49.407368+00
3310,744,1398,0.99,1,0.99,2023-01-04 12:05:49.407977+00
3311,744,433,0.99,1,0.99,2023-01-04 12:05:49.40898+00
3312,745,1056,0.99,1,0.99,2023-01-04 12:05:49.410698+00
3313,745,1072,0.99,1,0.99,2023-01-04 12:05:49.417049+00
3314,745,527,0.99,1,0.99,2023-01-04 12:05:49.418017+00
3315,745,2453,0.99,1,0.99,2023-01-04 12:05:49.418975+00
3316,746,1153,0.99,1,0.99,2023-01-04 12:05:49.420066+00
3317,746,1164,0.99,1,0.99,2023-01-04 12:05:49.421358+00
3318,746,19,0.99,1,0.99,2023-01-04 12:05:49.423268+00
3319,747,2601,0.99,1,0.99,2023-01-04 12:05:49.424373+00
3320,747,2739,0.99,1,0.99,2023-01-04 12:05:49.427217+00
3321,748,2247,0.99,1,0.99,2023-01-04 12:05:49.430796+00
3322,748,2965,0.99,1,0.99,2023-01-04 12:05:49.431654+00
3323,748,2348,0.99,1,0.99,2023-01-04 12:05:49.432515+00
3324,749,226,0.99,1,0.99,2023-01-04 12:05:49.433611+00
3325,749,168,0.99,1,0.99,2023-01-04 12:05:49.434602+00
3326,749,2488,0.99,1,0.99,2023-01-04 12:05:49.4357+00
3327,750,2734,0.99,1,0.99,2023-01-04 12:05:49.436857+00
3328,750,2358,0.99,1,0.99,2023-01-04 12:05:49.438292+00
3329,750,2141,0.99,1,0.99,2023-01-04 12:05:49.440373+00
3330,750,1031,0.99,1,0.99,2023-01-04 12:05:49.443446+00
3331,751,1029,0.99,1,0.99,2023-01-04 12:05:49.446304+00
3332,751,945,0.99,1,0.99,2023-01-04 12:05:49.447286+00
3333,751,204,0.99,1,0.99,2023-01-04 12:05:49.447957+00
3334,752,650,0.99,1,0.99,2023-01-04 12:05:49.448578+00
3335,752,699,0.99,1,0.99,2023-01-04 12:05:49.449182+00
3336,753,789,0.99,1,0.99,2023-01-04 12:05:49.449787+00
3337,753,1596,0.99,1,0.99,2023-01-04 12:05:49.450737+00
3338,753,800,0.99,1,0.99,2023-01-04 12:05:49.451342+00
3339,754,710,0.99,1,0.99,2023-01-04 12:05:49.451956+00
3340,754,2977,0.99,1,0.99,2023-01-04 12:05:49.452547+00
3341,754,2458,0.99,1,0.99,2023-01-04 12:05:49.453132+00
3342,755,2146,0.99,1,0.99,2023-01-04 12:05:49.453778+00
3343,755,2026,0.99,1,0.99,2023-01-04 12:05:49.454612+00
3344,755,2244,0.99,1,0.99,2023-01-04 12:05:49.455303+00
3345,756,2241,0.99,1,0.99,2023-01-04 12:05:49.45592+00
3346,756,1034,0.99,1,0.99,2023-01-04 12:05:49.456513+00
3347,756,1715,0.99,1,0.99,2023-01-04 12:05:49.457095+00
3348,756,107,0.99,1,0.99,2023-01-04 12:05:49.457679+00
3349,757,31,0.99,1,0.99,2023-01-04 12:05:49.458261+00
3350,757,518,0.99,1,0.99,2023-01-04 12:05:49.45936+00
3351,757,1216,0.99,1,0.99,2023-01-04 12:05:49.462737+00
3352,757,777,0.99,1,0.99,2023-01-04 12:05:49.463527+00
3353,758,893,0.99,1,0.99,2023-01-04 12:05:49.464148+00
3354,758,1504,0.99,1,0.99,2023-01-04 12:05:49.464744+00
3355,759,1568,0.99,1,0.99,2023-01-04 12:05:49.465346+00
3356,759,239,0.99,1,0.99,2023-01-04 12:05:49.465938+00
3357,759,2685,0.99,1,0.99,2023-01-04 12:05:49.466526+00
3358,759,2011,0.99,1,0.99,2023-01-04 12:05:49.467158+00
3359,760,648,0.99,1,0.99,2023-01-04 12:05:49.46775+00
3360,761,901,0.99,1,0.99,2023-01-04 12:05:49.468342+00
3361,761,1861,0.99,1,0.99,2023-01-04 12:05:49.468929+00
3362,761,1042,0.99,1,0.99,2023-01-04 12:05:49.469507+00
3363,761,1618,0.99,1,0.99,2023-01-04 12:05:49.470404+00
3364,762,1530,0.99,1,0.99,2023-01-04 12:05:49.471129+00
3365,762,2888,1.99,1,1.99,2023-01-04 12:05:49.471731+00
3366,762,2415,0.99,1,0.99,2023-01-04 12:05:49.472323+00
3367,763,2791,0.99,1,0.99,2023-01-04 12:05:49.472916+00
3368,763,248,0.99,1,0.99,2023-01-04 12:05:49.473583+00
3369,763,1053,0.99,1,0.99,2023-01-04 12:05:49.474212+00
3370,763,1870,0.99,1,0.99,2023-01-04 12:05:49.474818+00
3371,764,673,0.99,1,0.99,2023-01-04 12:05:49.479792+00
3372,764,123,0.99,1,0.99,2023-01-04 12:05:49.481486+00
3373,764,842,0.99,1,0.99,2023-01-04 12:05:49.482603+00
3374,764,174,0.99,1,0.99,2023-01-04 12:05:49.48344+00
3375,765,15,0.99,1,0.99,2023-01-04 12:05:49.484217+00
3376,765,503,0.99,1,0.99,2023-01-04 12:05:49.485048+00
3377,765,1422,0.99,1,0.99,2023-01-04 12:05:49.486335+00
3378,766,2798,0.99,1,0.99,2023-01-04 12:05:49.48733+00
3379,766,792,0.99,1,0.99,2023-01-04 12:05:49.488251+00
3380,766,2307,0.99,1,0.99,2023-01-04 12:05:49.489077+00
3381,767,751,0.99,1,0.99,2023-01-04 12:05:49.490786+00
3382,767,176,0.99,1,0.99,2023-01-04 12:05:49.494164+00
3383,767,159,0.99,1,0.99,2023-01-04 12:05:49.495103+00
3384,767,2249,0.99,1,0.99,2023-01-04 12:05:49.495797+00
3385,767,1157,0.99,1,0.99,2023-01-04 12:05:49.496419+00
3386,767,928,0.99,1,0.99,2023-01-04 12:05:49.497026+00
3387,767,2739,0.99,1,0.99,2023-01-04 12:05:49.497623+00
3388,768,4,0.99,1,0.99,2023-01-04 12:05:49.498223+00
3389,768,73,0.99,1,0.99,2023-01-04 12:05:49.49885+00
3390,768,2502,0.99,1,0.99,2023-01-04 12:05:49.499838+00
3391,768,365,0.99,1,0.99,2023-01-04 12:05:49.500518+00
3392,768,2943,0.99,1,0.99,2023-01-04 12:05:49.501114+00
3393,769,453,0.99,1,0.99,2023-01-04 12:05:49.501723+00
3394,770,2780,0.99,1,0.99,2023-01-04 12:05:49.502325+00
3395,770,114,0.99,1,0.99,2023-01-04 12:05:49.503151+00
3396,770,568,0.99,1,0.99,2023-01-04 12:05:49.503746+00
3397,770,2808,0.99,1,0.99,2023-01-04 12:05:49.504327+00
3398,770,2068,0.99,1,0.99,2023-01-04 12:05:49.504913+00
3399,770,1721,0.99,1,0.99,2023-01-04 12:05:49.505513+00
3400,771,648,0.99,1,0.99,2023-01-04 12:05:49.507818+00
3401,772,1114,0.99,1,0.99,2023-01-04 12:05:49.509006+00
3402,772,420,0.99,1,0.99,2023-01-04 12:05:49.510503+00
3403,772,2284,0.99,1,0.99,2023-01-04 12:05:49.511421+00
3404,772,2714,0.99,1,0.99,2023-01-04 12:05:49.512108+00
3405,773,1763,0.99,1,0.99,2023-01-04 12:05:49.512728+00
3406,773,1697,0.99,1,0.99,2023-01-04 12:05:49.513325+00
3407,773,2244,0.99,1,0.99,2023-01-04 12:05:49.513906+00
3408,774,1698,0.99,1,0.99,2023-01-04 12:05:49.514496+00
3409,774,1431,0.99,1,0.99,2023-01-04 12:05:49.515077+00
3410,774,1450,0.99,1,0.99,2023-01-04 12:05:49.51566+00
3411,774,1562,0.99,1,0.99,2023-01-04 12:05:49.516239+00
3412,775,995,0.99,1,0.99,2023-01-04 12:05:49.51681+00
3413,775,409,0.99,1,0.99,2023-01-04 12:05:49.51744+00
3414,775,2199,0.99,1,0.99,2023-01-04 12:05:49.518016+00
3415,775,213,0.99,1,0.99,2023-01-04 12:05:49.518589+00
3416,776,991,0.99,1,0.99,2023-01-04 12:05:49.519164+00
3417,776,379,0.99,1,0.99,2023-01-04 12:05:49.519743+00
3418,777,2580,0.99,1,0.99,2023-01-04 12:05:49.520318+00
3419,777,1052,0.99,1,0.99,2023-01-04 12:05:49.520891+00
3420,778,2313,0.99,1,0.99,2023-01-04 12:05:49.521468+00
3421,778,333,0.99,1,0.99,2023-01-04 12:05:49.523634+00
3422,778,2775,0.99,1,0.99,2023-01-04 12:05:49.524381+00
3423,778,1810,0.99,1,0.99,2023-01-04 12:05:49.524987+00
3424,778,922,0.99,1,0.99,2023-01-04 12:05:49.526031+00
3425,778,2316,0.99,1,0.99,2023-01-04 12:05:49.526947+00
3426,778,1934,0.99,1,0.99,2023-01-04 12:05:49.527599+00
3427,779,1638,0.99,1,0.99,2023-01-04 12:05:49.528205+00
3428,779,2558,0.99,1,0.99,2023-01-04 12:05:49.528789+00
3429,779,2488,0.99,1,0.99,2023-01-04 12:05:49.529376+00
3430,779,766,0.99,1,0.99,2023-01-04 12:05:49.529952+00
3431,779,1373,0.99,1,0.99,2023-01-04 12:05:49.53053+00
3432,780,326,0.99,1,0.99,2023-01-04 12:05:49.531102+00
3433,780,812,0.99,1,0.99,2023-01-04 12:05:49.53167+00
3434,780,823,0.99,1,0.99,2023-01-04 12:05:49.532242+00
3435,780,1165,0.99,1,0.99,2023-01-04 12:05:49.532813+00
3436,781,1665,0.99,1,0.99,2023-01-04 12:05:49.533379+00
3437,781,1250,0.99,1,0.99,2023-01-04 12:05:49.53408+00
3438,782,2150,0.99,1,0.99,2023-01-04 12:05:49.534784+00
3439,782,2673,0.99,1,0.99,2023-01-04 12:05:49.535429+00
3440,782,1925,0.99,1,0.99,2023-01-04 12:05:49.536022+00
3441,782,1094,0.99,1,0.99,2023-01-04 12:05:49.536609+00
3442,782,1753,0.99,1,0.99,2023-01-04 12:05:49.537189+00
3443,782,1829,0.99,1,0.99,2023-01-04 12:05:49.539815+00
3444,782,278,0.99,1,0.99,2023-01-04 12:05:49.540666+00
3445,783,804,0.99,1,0.99,2023-01-04 12:05:49.541314+00
3446,784,1705,0.99,1,0.99,2023-01-04 12:05:49.542439+00
3447,784,1192,0.99,1,0.99,2023-01-04 12:05:49.54341+00
3448,784,932,0.99,1,0.99,2023-01-04 12:05:49.544455+00
3449,784,2997,0.99,1,0.99,2023-01-04 12:05:49.545351+00
3450,784,1658,0.99,1,0.99,2023-01-04 12:05:49.546167+00
3451,784,353,0.99,1,0.99,2023-01-04 12:05:49.546981+00
3452,785,2197,0.99,1,0.99,2023-01-04 12:05:49.547914+00
3453,785,221,0.99,1,0.99,2023-01-04 12:05:49.549295+00
3454,785,2447,0.99,1,0.99,2023-01-04 12:05:49.550426+00
3455,786,1867,0.99,1,0.99,2023-01-04 12:05:49.551828+00
3456,786,1807,0.99,1,0.99,2023-01-04 12:05:49.554562+00
3457,787,1836,0.99,1,0.99,2023-01-04 12:05:49.555342+00
3458,788,1744,0.99,1,0.99,2023-01-04 12:05:49.555964+00
3459,788,2105,0.99,1,0.99,2023-01-04 12:05:49.556554+00
3460,788,1583,0.99,1,0.99,2023-01-04 12:05:49.557159+00
3461,788,1551,0.99,1,0.99,2023-01-04 12:05:49.557816+00
3462,789,596,0.99,1,0.99,2023-01-04 12:05:49.559011+00
3463,789,236,0.99,1,0.99,2023-01-04 12:05:49.560479+00
3464,790,760,0.99,1,0.99,2023-01-04 12:05:49.561282+00
3465,790,831,0.99,1,0.99,2023-01-04 12:05:49.561914+00
3466,790,1346,0.99,1,0.99,2023-01-04 12:05:49.562521+00
3467,790,361,0.99,1,0.99,2023-01-04 12:05:49.563117+00
3468,791,1173,0.99,1,0.99,2023-01-04 12:05:49.563697+00
3469,791,76,0.99,1,0.99,2023-01-04 12:05:49.564274+00
3470,792,1573,0.99,1,0.99,2023-01-04 12:05:49.56486+00
3471,792,458,0.99,1,0.99,2023-01-04 12:05:49.565434+00
3472,792,267,0.99,1,0.99,2023-01-04 12:05:49.56617+00
3473,793,2402,0.99,1,0.99,2023-01-04 12:05:49.566988+00
3474,793,2059,0.99,1,0.99,2023-01-04 12:05:49.567603+00
3475,794,2541,0.99,1,0.99,2023-01-04 12:05:49.568187+00
3476,794,276,0.99,1,0.99,2023-01-04 12:05:49.570354+00
3477,795,2645,0.99,1,0.99,2023-01-04 12:05:49.57112+00
3478,795,1242,0.99,1,0.99,2023-01-04 12:05:49.571762+00
3479,795,848,0.99,1,0.99,2023-01-04 12:05:49.572366+00
3480,795,26,0.99,1,0.99,2023-01-04 12:05:49.572965+00
3481,795,2333,0.99,1,0.99,2023-01-04 12:05:49.573545+00
3482,796,1181,0.99,1,0.99,2023-01-04 12:05:49.574374+00
3483,796,2041,0.99,1,0.99,2023-01-04 12:05:49.575277+00
3484,797,2522,0.99,1,0.99,2023-01-04 12:05:49.576605+00
3485,797,1870,0.99,1,0.99,2023-01-04 12:05:49.577466+00
3486,797,1767,0.99,1,0.99,2023-01-04 12:05:49.578123+00
3487,798,2529,0.99,1,0.99,2023-01-04 12:05:49.57872+00
3488,798,2596,0.99,1,0.99,2023-01-04 12:05:49.579295+00
3489,798,1786,0.99,1,0.99,2023-01-04 12:05:49.579905+00
3490,799,919,0.99,1,0.99,2023-01-04 12:05:49.580485+00
3491,799,954,0.99,1,0.99,2023-01-04 12:05:49.581063+00
3492,799,1231,0.99,1,0.99,2023-01-04 12:05:49.581644+00
3493,800,451,0.99,1,0.99,2023-01-04 12:05:49.582528+00
3494,800,2619,0.99,1,0.99,2023-01-04 12:05:49.583256+00
3495,800,1594,0.99,1,0.99,2023-01-04 12:05:49.58391+00
3496,800,2215,0.99,1,0.99,2023-01-04 12:05:49.585873+00
3497,800,1924,0.99,1,0.99,2023-01-04 12:05:49.586599+00
3498,800,1361,0.99,1,0.99,2023-01-04 12:05:49.587209+00
3499,801,1861,0.99,1,0.99,2023-01-04 12:05:49.587782+00
3500,801,2715,0.99,1,0.99,2023-01-04 12:05:49.588369+00
3501,801,53,0.99,1,0.99,2023-01-04 12:05:49.588946+00
3502,801,2365,0.99,1,0.99,2023-01-04 12:05:49.589518+00
3503,801,2036,0.99,1,0.99,2023-01-04 12:05:49.590334+00
3504,802,239,0.99,1,0.99,2023-01-04 12:05:49.591039+00
3505,802,278,0.99,1,0.99,2023-01-04 12:05:49.591629+00
3506,803,438,0.99,1,0.99,2023-01-04 12:05:49.592983+00
3507,803,1311,0.99,1,0.99,2023-01-04 12:05:49.593949+00
3508,803,211,0.99,1,0.99,2023-01-04 12:05:49.594653+00
3509,804,511,0.99,1,0.99,2023-01-04 12:05:49.595244+00
3510,805,2006,0.99,1,0.99,2023-01-04 12:05:49.595827+00
3511,805,312,0.99,1,0.99,2023-01-04 12:05:49.596406+00
3512,805,2980,0.99,1,0.99,2023-01-04 12:05:49.596973+00
3513,806,2790,0.99,1,0.99,2023-01-04 12:05:49.597552+00
3514,806,1749,0.99,1,0.99,2023-01-04 12:05:49.598349+00
3515,806,2288,0.99,1,0.99,2023-01-04 12:05:49.59905+00
3516,806,287,0.99,1,0.99,2023-01-04 12:05:49.601699+00
3517,807,1730,0.99,1,0.99,2023-01-04 12:05:49.602744+00
3518,807,2652,0.99,1,0.99,2023-01-04 12:05:49.6037+00
3519,808,680,0.99,1,0.99,2023-01-04 12:05:49.604732+00
3520,808,2655,0.99,1,0.99,2023-01-04 12:05:49.605905+00
3521,808,2527,0.99,1,0.99,2023-01-04 12:05:49.607221+00
3522,808,1697,0.99,1,0.99,2023-01-04 12:05:49.608124+00
3523,808,476,0.99,1,0.99,2023-01-04 12:05:49.610006+00
3524,808,2178,0.99,1,0.99,2023-01-04 12:05:49.611693+00
3525,809,2169,0.99,1,0.99,2023-01-04 12:05:49.612786+00
3526,809,1466,0.99,1,0.99,2023-01-04 12:05:49.614045+00
3527,809,991,0.99,1,0.99,2023-01-04 12:05:49.616445+00
3528,810,2836,1.99,1,1.99,2023-01-04 12:05:49.617629+00
3529,810,571,0.99,1,0.99,2023-01-04 12:05:49.618401+00
3530,810,2254,0.99,1,0.99,2023-01-04 12:05:49.619069+00
3531,810,1912,0.99,1,0.99,2023-01-04 12:05:49.619666+00
3532,811,1648,0.99,1,0.99,2023-01-04 12:05:49.620263+00
3533,811,1219,0.99,1,0.99,2023-01-04 12:05:49.620856+00
3534,811,543,0.99,1,0.99,2023-01-04 12:05:49.621434+00
3535,812,698,0.99,1,0.99,2023-01-04 12:05:49.622186+00
3536,812,1140,0.99,1,0.99,2023-01-04 12:05:49.622955+00
3537,812,430,0.99,1,0.99,2023-01-04 12:05:49.623588+00
3538,813,1867,0.99,1,0.99,2023-01-04 12:05:49.624233+00
3539,813,1256,0.99,1,0.99,2023-01-04 12:05:49.624826+00
3540,813,590,0.99,1,0.99,2023-01-04 12:05:49.625781+00
3541,813,801,0.99,1,0.99,2023-01-04 12:05:49.626892+00
3542,814,774,0.99,1,0.99,2023-01-04 12:05:49.627626+00
3543,814,1897,0.99,1,0.99,2023-01-04 12:05:49.62824+00
3544,814,1072,0.99,1,0.99,2023-01-04 12:05:49.628838+00
3545,814,2932,0.99,1,0.99,2023-01-04 12:05:49.629437+00
3546,814,59,0.99,1,0.99,2023-01-04 12:05:49.630179+00
3547,815,2613,0.99,1,0.99,2023-01-04 12:05:49.632813+00
3548,815,552,0.99,1,0.99,2023-01-04 12:05:49.634401+00
3549,816,436,0.99,1,0.99,2023-01-04 12:05:49.635614+00
3550,817,2543,0.99,1,0.99,2023-01-04 12:05:49.637581+00
3551,817,1651,0.99,1,0.99,2023-01-04 12:05:49.639476+00
3552,818,1210,0.99,1,0.99,2023-01-04 12:05:49.640981+00
3553,818,2756,0.99,1,0.99,2023-01-04 12:05:49.642626+00
3554,819,418,0.99,1,0.99,2023-01-04 12:05:49.644362+00
3555,819,832,0.99,1,0.99,2023-01-04 12:05:49.645716+00
3556,819,2683,0.99,1,0.99,2023-01-04 12:05:49.649859+00
3557,819,523,0.99,1,0.99,2023-01-04 12:05:49.651164+00
3558,820,2933,0.99,1,0.99,2023-01-04 12:05:49.652339+00
3559,820,228,0.99,1,0.99,2023-01-04 12:05:49.653558+00
3560,820,2758,0.99,1,0.99,2023-01-04 12:05:49.65474+00
3561,820,2614,0.99,1,0.99,2023-01-04 12:05:49.655857+00
3562,821,2377,0.99,1,0.99,2023-01-04 12:05:49.65684+00
3563,821,398,0.99,1,0.99,2023-01-04 12:05:49.657743+00
3564,821,1475,0.99,1,0.99,2023-01-04 12:05:49.659136+00
3565,821,543,0.99,1,0.99,2023-01-04 12:05:49.661026+00
3566,821,1338,0.99,1,0.99,2023-01-04 12:05:49.662289+00
3567,822,2675,0.99,1,0.99,2023-01-04 12:05:49.664773+00
3568,822,1380,0.99,1,0.99,2023-01-04 12:05:49.665798+00
3569,823,1407,0.99,1,0.99,2023-01-04 12:05:49.666859+00
3570,824,797,0.99,1,0.99,2023-01-04 12:05:49.667814+00
3571,824,2000,0.99,1,0.99,2023-01-04 12:05:49.668952+00
3572,825,972,0.99,1,0.99,2023-01-04 12:05:49.670012+00
3573,825,957,0.99,1,0.99,2023-01-04 12:05:49.67143+00
3574,825,1998,0.99,1,0.99,2023-01-04 12:05:49.672447+00
3575,826,2936,0.99,1,0.99,2023-01-04 12:05:49.673273+00
3576,826,2222,0.99,1,0.99,2023-01-04 12:05:49.674153+00
3577,827,2153,0.99,1,0.99,2023-01-04 12:05:49.674996+00
3578,827,1314,0.99,1,0.99,2023-01-04 12:05:49.676508+00
